repo_id,repo_name,event_count,new_contributors_count
1062759,krawaller/Titanium-Tools,131,38
160990,hadoop,207,60
4328452,Apple-ID-AppleScript,176,51
1290701,imakewebthings/jquery-waypoints,1322,383
1330813,jamesyu/gmailr,145,42
8189147,SAP/sap.github.com,183,53
455600,facebook/hiphop-php,3186,922
552926,shaunsephton/django-ckeditor,121,35
117490,bauhouse/fluid960gs,412,119
1980303,LiveSDK,343,99
116547,cucumber/cuke4duke,246,71
70607857,dingwilson/RandomUserSwift,149,43
22107404,Esk0r/LeagueSharp,878,253
1308593,Cocoanetics/MyAppSales,177,51
1404577,laktek/jQuery-Smart-Auto-Complete,247,71
21287744,Azure-Readiness/MicrosoftAzureTrainingKit,167,48
57235138,IBM-Blockchain/learn-chaincode,1566,450
619073,brow/leaves,846,243
32772257,reedmi/drp,491,141
656072,tkyk/jquery-history-plugin,223,64
5698643,xxg1413/python,1286,369
2462739,zf2-tutorial,122,35
8262828,LearnProgramming/learntris,495,142
32583947,aporter/coursera-android-labs,2238,642
2513441,Adalight,129,37
1418268,oscardelben/DateCalculations,129,37
179404,rails-nginx-passenger-ubuntu,129,37
1072800,spring-data-document-examples,136,39
1333096,KuraFire/runloop,150,43
85423,ericflo/django-avatar,157,45
20597452,Flight-Fight-In-Swift,175,50
23087250,Codegasm,105,30
21749563,angular-toasty,319,91
981065,Email-Blueprints,1380,393
6515967,rishabhp/pappu-pakia,397,113
16099249,courses,4631,1317
1118065,PushButtonLabs/PushButtonEngine,313,89
5180763,lastfm/musicbrainz-data,102,29
507986,kirbyt/KTPhotoBrowser,296,84
3077368,facebook-php-sdk,7026,1993
1762351,LiveReload,1072,304
1039875,aaronds/arduino-nrf24l01,134,38
519528,jacobian/django-deployment-workshop,194,55
24336654,Introduction-Programming-Python,120,34
17915142,proyectos-mejorandola/sfotipy,166,47
4167098,jodconverter,456,129
18290753,NeoGuo/html5-documents,308,87
51499007,movielala/TVOSButton,439,124
1192339,PascalW/Airplayer,287,81
460941,Eagle-Libraries,234,66
364955,brotherbard/gitx,741,209
4437818,data-science-r,174,49
65832,platform_build,668,188
707093,ole/leaves,178,50
597162,streamio-ffmpeg,1186,333
13645789,Wonging,307,86
64565442,MobBotTeam/PokeMobBot,357,100
500437,phonegap-plugins,1032,289
18122928,github-for-web-designers,125,35
757296,CyanogenMod/cm-kernel,401,112
1368189,robconery/massive,1375,384
1082174,sebleedelisle/live-coding-presentations,172,48
8834860,baseball_R,147,41
23224713,JakeLin/ChineseZodiac,251,70
3310609,netflix.github.com,624,174
301504,zac/iphonearkit,305,85
132321,facebook/three20,5312,1479
3942127,XposedMods,259,72
169454,jcf/git-tmbundle,216,60
13213754,Ultimaker/Ultimaker2,270,75
3065190,android-sliding-menu-demo,522,145
16525746,ellisonleao/clumsy-bird,963,267
13719912,stormzhang/stormzhang.github.com,844,234
158886,grails/grails,202,56
1689014,flex-users/flex-iframe,148,41
5557136,repository.arabic.xbmc-addons,1621,449
5648225,examples,130,36
15142234,labs,650,180
8445877,github/platform-samples,1347,373
8508768,equity,1099,304
47044907,LiYueChun/YCRefreshControl,282,78
55853719,kba7/trugithub,1917,530
1150837,avin2/SensorKinect,478,132
12575239,cfpb.github.io,424,117
749021,codeigniter-facebook,145,40
1820882,gotgit/gotgit,770,212
749161,elliothaughin/codeigniter-twitter,378,104
1421700,spring-social-samples,778,214
363849,kaeppler/signpost,102,28
1200597,ognen/httpriot,124,34
329179,jesses/wck,259,71
20042152,nightscout/cgm-remote-monitor,19059,5223
35455703,Apostolique/Agar.io-bot,9625,2636
1617670,node-gir,168,46
4775234,mint-exporter,252,69
769357,vimeo-api-examples,179,49
5601555,DayZ-Private-Server,768,210
20587587,DevTips/Artists-Theme,1152,315
4501662,GBA4iOS,3814,1042
65652400,corego/vgo,271,74
61760,eczarny/xmlrpc,154,42
327244,Arachnid/bloggart,143,39
1687351,devopsfolks/podam,561,153
558708,RTClib,319,87
831676,Xac/Rails-3-HTML5-Boilerplate,143,39
44798,yfactorial/objectiveresource,121,33
7766448,dianping/dianping-open-sdk,213,58
21504365,statusbits/smartthings,390,106
23028336,LocationManager,368,100
12266957,CocoStudioSamples,600,163
23717800,VMaskTextField,394,107
22365960,JavascriptBattle/hero-starter,306,83
1210831,zeljkoprsa/Magento-Boilerplate,236,64
65765693,pokesniperandroid/PokeSniper-Android,664,180
2838077,travis-ci-examples/php,657,178
3523811,opensudoku,299,81
537622,KitchenSink,883,239
10972609,generative-design/Code-Package-Processing-2.x,170,46
987913,arthur-debert/BulkLoader,207,56
19997136,udacity/Sunshine,1501,406
18358661,plter/Android2048GameLesson,159,43
2381646,simple_canvas_game,381,103
2672821,Stanford-CS-106A,137,37
11370228,emoji,578,156
1100285,opencv,252,68
28704829,Pr0x13/iDict,1117,301
837065,sample_app,386,104
13719322,python-lessons,219,59
3416974,paulrhayes.com-experiments,1025,276
122759,rmm5t/liquidmetal,156,42
1314559,nickmontfort/curveship,104,28
165886,facebook/scribe,881,237
17261658,RedPitaya,409,110
760468,ideashower/ShareKit,2060,554
1252955,TFTLCD-Library,186,50
1470646,kirkouimet/jformer,134,36
485581,fileability/Ingredients,458,123
5471639,gklyne/things,108,29
7859079,django,261,70
228215,fictorial/redis-node-client,138,37
731149,pikatchu/LinearML,235,63
2907600,Adafruit-Thermal-Printer-Library,209,56
260841,android,1476,395
504454,Speeqe,116,31
2183338,spring-integration-samples,1434,383
1151730,amazonwebservices/aws-sdk-for-ios,161,43
1059680,westonruter/webforms2,191,51
16287,jeresig/processing-js,914,244
366948,vogella,671,179
2090,gitnub,105,28
3565575,EmonLib,210,56
21951539,Outernet-Project/orx-install,180,48
275367,kishikawakatsumi/MapKit-Route-Directions,165,44
3403779,ML_for_Hackers,2314,617
4237727,PHP-Login,229,61
13773324,bonfirelab/bearded,139,37
46783173,AutumnsWind/array_helper,139,37
165952,derekr/jquery.sugar,124,33
302662,robertpenner/as3-signals,744,198
26496724,colorfest/angularjs,838,223
13213754,Ultimaker2,233,62
11531841,nick-jonas/nick-jonas.github.com,297,79
1379282,chad/turbulence,267,71
206336,apache/mahout,222,59
2528830,zergRush,192,51
1330693,hij1nx/weld,930,247
52042300,movielala/TVOSToast,467,124
11971410,wchaowu/javascript,245,65
11531841,nick-jonas.github.com,800,212
6567166,2D-Game-Engine,200,53
8644048,yueyueniao2012/SlidingMenu,117,31
1377606,agnoster/git-dropbox,102,27
862506,twitter/rubyenterpriseedition187-248,238,63
611970,ernie/meta_where,563,149
14677521,weibo_android_sdk,1002,265
2757513,jOrgChart,832,220
1400944,ded/Kizzy,159,42
237247,rackspace/php-cloudfiles,284,75
36866304,goktugyil/CozyLoadingActivity,409,108
7014478,no-OS,735,194
10158224,josefprusa/Prusa3-vanilla,216,57
202299,atebits/SimFinger,436,115
46274448,zhanglei-workspace/shopping-management-system,694,183
443222,nathansmith/960-Grid-System,2021,532
18660516,ktbyers/pynet,437,115
31851515,fisherman/fishtape,251,66
33431774,octalmage/googlehacks,175,46
349088,marijnh/CodeMirror,255,67
7357998,DesignativeDave/androrat,754,198
519869,jupiterjs/funcunit,739,194
9815736,xbmc-adult,301,79
10059733,solutions-mobile-shopping-assistant-backend-java,263,69
31442740,buckyroberts/Source-Code-from-Tutorials,2521,661
42966722,Windows-Readiness/AbsoluteBeginnersWin10,817,214
2376794,Yii-Playground,275,72
1171324,shichuan/mobile-html5-boilerplate,1528,400
799637,astrofrog/fortranlib,107,28
1194413,cmod/bibliotype,218,57
970981,elc/ELCImagePickerController,375,98
15143217,code,111,29
9248308,MejorandoCurso,333,87
1067838,rogchap/Titanium-Google-Analytics,134,35
1383787,senchalabs/philogl,743,194
165269,etexteditor/e,184,48
476166,jamespadolsey/jQuery-Lint,161,42
71531,sorccu/cufon,1263,329
788151,iOS-Sample-Code,242,63
722962,CouchPotato,315,82
1513140,scotchi/wikipedia-beautifier,146,38
61273263,liushuchun/wechatcmd,204,53
4687595,jonobr1/Neuronal-Synchrony,358,93
976990,codebutler/firesheep,1248,324
63324672,janlou/AdvanSource,763,198
619436,theanti9/PyCrawler,158,41
13627651,nexus9000,212,55
2090,Caged/gitnub,166,43
356500,cezarsa/chromed_bird,174,45
7191980,androrat,205,53
1150070,PrimeSense/Sensor,294,76
9056944,kesalin/iOSSnippet,325,84
1414337,imanel/websocket-rack,240,62
20486928,carcabot/iCloud-Bypass,120,31
67019760,liuyujiahuan/bjsxt_ios_inke,151,39
1017923,roddi/ValidateStoreReceipt,213,55
68914477,th-koeln/wba1-2016,341,88
36206077,udacity/Just-Java,279,72
460941,chiengineer/Eagle-Libraries,411,106
1501668,commonsguy/cw-lunchlist,159,41
620862,kesiev/akihabara,287,74
1308518,andreyvit/SoloComponents-iOS,415,107
2831597,AndEngineExamples,512,132
3813871,git-credential-winstore,295,76
4823183,ProAndroidAugmentedReality,132,34
20723540,Microsoft/microsoft.github.io,1305,336
1020545,addyosmani/jqueryui-coverflow-ii,101,26
784516,neteye/jquery-plugins,389,100
13627651,datacenter/nexus9000,214,55
22721997,varshylmobile/TableViewCellFlip,117,30
3506581,php5-akismet,117,30
442870,klazuka/Kal,667,171
91967,atmos/atmos.github.io,160,41
1228777,andytlr/cssgrid,121,31
1401499,twitter.github.com,778,199
36788160,funneld/XiaomiYi,305,78
3724789,patchrom,622,159
5401042,KalmanFilter,223,57
1384958,Rduerden/Node.cs,184,47
1040700,ptwobrussell/Mining-the-Social-Web,748,191
4107556,routerkeygen,192,49
382576,enormego/PhotoViewer,384,98
745626,probablycorey/seriously,196,50
8262828,learntris,451,115
1268774,weightshift/The-Personal-Page,408,104
11943376,Map-Icons,616,157
10288749,spring-data-jpa-examples,369,94
9195832,hscript,330,84
837872,ahiguti/HandlerSocket-Plugin-for-MySQL,440,112
935053,davidmorford/iOSDesignStencils,224,57
4660742,Python-programming-exercises,114,29
1295505,liteAccordion,358,91
24085,alex/django-ajax-validation,122,31
1843047,SpringSource/spring-mvc-showcase,248,63
2654026,html5-boilerplate,126,32
544263,akosma/iPhoneWebServicesClient,209,53
52643954,movielala/TVOSSlideViewController,501,127
11942733,joe011/python,430,109
23666255,codefoster/codeshow,359,91
11538414,mean-stack-skeleton,288,73
191714,cloudhead/less,217,55
35655353,michaelliao/learn-python3,1532,388
33791743,x64dbg/x64dbg,13336,3376
44019644,ntop/nProbe,1186,300
3360402,TorChat,692,175
4816574,moodlehq/moodlemobile,621,157
7623033,afedchin/xbmc-addon-iptvsimple,182,46
2422006,captaindebug,455,115
2422997,RegistrationForm,194,49
18258748,omengye/spider,198,50
13484,madrobby/scripty2,198,50
6106472,survivingwithandroid/Surviving-with-android,2111,533
31872332,sux13/DataScienceSpCourseNotes,2607,658
51426,johnmuhl/html5.tmbundle,210,53
17261658,RedPitaya/RedPitaya,825,208
19800494,Yelp/yelp.github.io,246,62
486550,paulirish/html5-boilerplate,10680,2689
7349143,feicien/StudyDemo,588,148
1094004,randyjensen/handcrafted-wp-theme,151,38
